FID,OID_,Name,FolderPath,Longitude,Latitude,Region,Country,Geomorphic,Proxies,Year,Cite,Authors,Paper_Othe,OBJECTID
326,0,Engelhart 2013b-2,LatMed32.kmz/Lugares temporales/US and Canada,-124.029696689999994,44.898897310099997,Northeast Pacific (NEP),United States,Marshes,"Stratigraphy, Foraminifera, organic carbon, sedimentary structures",2013.000000000000000,"(Engelhart et al., 2013b)","Engelhart, S.E., Horton, B.P., Vane, C.H., Nelson, A.R., Witter, R.C., Brody, S.R., Hawkes, A.D.","Modern foraminifera, δ13C, and bulk geochemistry of central Oregon tidal marshes and their application in paleoseismology. Palaeogeogr. Palaeoclimatol",204
327,0,Graehl 2015,LatMed32.kmz/Lugares temporales/US and Canada,-124.005972735000000,44.624113506699999,Northeast Pacific (NEP),United States,"Marshes, Swamp","Stratigraphy, Foraminifera, Diatoms, Grain size, sedimentary structures",2015.000000000000000,"(Graehl et al., 2015)","Graehl, N.A., Kelsey, H.M., Witter, R.C., Hemphill-Haley, E., Engelhart, S.E","Stratigraphic and microfossil evidence for a 4500-year history of Cascadia subduction zone earthquakes and tsunamis at Yaquina River estuary, Oregon, USA",205
328,0,Hawkes 2011-1,LatMed32.kmz/Lugares temporales/US and Canada,-123.881928841999994,45.696805501599997,Northeast Pacific (NEP),United States,River overbanks,"Stratigraphy, Foraminifera, sedimentary structures",2011.000000000000000,"(Hawkes et al., 2011)","Hawkes, A.D., Horton, B.P., Nelson, A.R., Vane, C.H., Sawai, Y.","Coastal subsidence in Oregon, USA, during the giant Cascadia earthquake of AD 1700",206
329,0,Hawkes 2011-2,LatMed32.kmz/Lugares temporales/US and Canada,-123.935620813000000,45.176698051999999,Northeast Pacific (NEP),United States,Marshes,"Stratigraphy, Foraminifera, sedimentary structures",2011.000000000000000,"(Hawkes et al., 2011)","Hawkes, A.D., Horton, B.P., Nelson, A.R., Vane, C.H., Sawai, Y.","Coastal subsidence in Oregon, USA, during the giant Cascadia earthquake of AD 1700",207
330,0,Hawkes 2011-3,LatMed32.kmz/Lugares temporales/US and Canada,-123.664585297000002,46.190956520400000,Northeast Pacific (NEP),United States,Marshes,"Stratigraphy, Foraminifera, sedimentary structures",2011.000000000000000,"(Hawkes et al., 2011)","Hawkes, A.D., Horton, B.P., Nelson, A.R., Vane, C.H., Sawai, Y.","Coastal subsidence in Oregon, USA, during the giant Cascadia earthquake of AD 1700",208
331,0,Hawkes 2011-4,LatMed32.kmz/Lugares temporales/US and Canada,-124.064853013000004,43.971212306799998,Northeast Pacific (NEP),United States,Marshes,"Stratigraphy, Foraminifera, sedimentary structures",2011.000000000000000,"(Hawkes et al., 2011)","Hawkes, A.D., Horton, B.P., Nelson, A.R., Vane, C.H., Sawai, Y.","Coastal subsidence in Oregon, USA, during the giant Cascadia earthquake of AD 1700",209
332,0,Hawkes 2011-5,LatMed32.kmz/Lugares temporales/US and Canada,-124.315409610000003,43.332289365699999,Northeast Pacific (NEP),United States,River overbanks,"Stratigraphy, Foraminifera, sedimentary structures",2011.000000000000000,"(Hawkes et al., 2011)","Hawkes, A.D., Horton, B.P., Nelson, A.R., Vane, C.H., Sawai, Y.","Coastal subsidence in Oregon, USA, during the giant Cascadia earthquake of AD 1700",210
333,0,Hemphill-Haley 1995,LatMed32.kmz/Lugares temporales/US and Canada,-123.908163239999993,46.603525261999998,Northeast Pacific (NEP),United States,Marshes,"Stratigraphy, Diatoms, sedimentary structures",1995.000000000000000,"(Hemphill-Haley, 1995)","Hemphill-Haley, E",Diatom evidence for earthquake-induced subsidence and tsunami 300 yr ago in southern coastal Washington.,211
334,0,Hemphill-Haley 1996,LatMed32.kmz/Lugares temporales/US and Canada,-122.393231247000003,47.924339345100002,Northeast Pacific (NEP),United States,Marshes,"Stratigraphy, Diatoms, sedimentary structures",1996.000000000000000,"(Hemphill-Haley, 1996)","Hemphill-Haley, E",Diatoms as an aid in identifying late-holocene tsunami deposits,212
335,0,Hong 2021,LatMed32.kmz/Lugares temporales/US and Canada,-123.896946210999999,46.742677655300000,Northeast Pacific (NEP),United States,Estuary,Diatoms,2021.000000000000000,"(Hong et al., 2021)","Hong, I., Horton, B.P., Hawkes, A.D., O’Donnell, R.J., Padgett, J.S., Dura, T., Engelhart, S.E.","Diatoms of the intertidal environments of Willapa Bay, Washington, USA as a sea-level indicator",213
336,0,Horton 2017,LatMed32.kmz/Lugares temporales/US and Canada,-124.383139956999997,43.152049326700002,Northeast Pacific (NEP),United States,"Estuary, Marshes","Foraminifera, Diatoms",2017.000000000000000,"(Horton et al., 2017)","Horton, B.P., Milker, Y., Dura, T., Wang, K., Bridgeland, W.T., Brophy, L., Ewald, M., Khan, N.S., Engelhart, S.E., Nelson, A.R., Witter, R.C",Microfossil measures of rapid sea-level rise: Timing of response of two microfossil groups to a sudden tidal-flooding experiment in Cascadia.,214
337,0,Hutley 2018,LatMed32.kmz/Lugares temporales/US and Canada,-129.249652462999990,53.425429826799999,Northeast Pacific (NEP),Canada,"Coastal lowland, Narrow coastal valley","Stratigraphy, sedimentary structures",2018.000000000000000,"(Huntley et al., 2018)","Huntley, D., Bobrowsky, P., Goff, J., Chagué, C., Stead, D., Donati, D., Mariampillai, D.", Extending the terrestrial depositional record of marine geohazards in coastal NW British Columbia.,215
338,0,Kelsey 2002,LatMed32.kmz/Lugares temporales/US and Canada,-124.533677066999999,42.829329993700000,Northeast Pacific (NEP),United States,Wetland,"Stratigraphy, Diatoms, Grain Size",2002.000000000000000,"(Kelsey et al., 2002)","Kelsey, H.M., Witter, R.C., Hemphill-Haley, E","Plate-boundary earthquakes and tsunamis of the past 5500 yr, Sixes River estuary, southern Oregon",216
339,0,Kelsey 1998,LatMed32.kmz/Lugares temporales/US and Canada,-124.541494002999997,42.847058024299997,Northeast Pacific (NEP),United States,Estuary,"Stratigraphy, Diatoms, Grain Size, sedimentary structures",1998.000000000000000,"(Kelsey et al., 1998)","Kelsey, H.M., Witter, R.C., Hemphill-Haley, E",Response of a small Oregon estuary to coseismic subsidence and postseismic uplift in the past 300 years,217
340,0,Kelsey 2005,LatMed32.kmz/Lugares temporales/US and Canada,-124.429213634000007,43.066024627799997,Northeast Pacific (NEP),United States,Coastal lake,"Stratigraphy, CT-Xray, Diatoms, Sedimentary structures",2005.000000000000000,"(Kelsey et al., 2005)","Kelsey, H.M., Nelson, A.R., Hemphill-Haley, E., Witter, R.C.",Tsunami history of an Oregon coastal lake reveals a 4600 yr record of great earthquakes on the Cascadia subduction zone,218
341,0,Losey 2002,LatMed32.kmz/Lugares temporales/US and Canada,-123.920987096000005,45.701335362400002,Northeast Pacific (NEP),United States,Tidal flat,"Arqueology, sedimentary structures",2002.000000000000000,"(Losey, 2002)","Losey, R.","Communities and catastrophe: Tillamook response to the AD 1700 earthquake and tsunami, Northern Oregon coast.",219
342,0,McMurtry 2007,LatMed32.kmz/Lugares temporales/US and Canada,-64.706920184300003,32.341573573900000,Northeast Pacific (NEP),United States,Terraces,"Stratigraphy, Grain size, Macrofossils Foraminifera, Petrography. Mineralogy, sedimentary structures",2007.000000000000000,"(McMurtry et al., 2007)","McMurtry, G.M., Tappin, D.R., Sedwick, P.N., Wilkinson, I., Fietzke, J., Sellwood, B",Elevated marine deposits in Bermuda record a late Quaternary megatsunami. Sediment.,220
343,0,Minor 2016-1,LatMed32.kmz/Lugares temporales/US and Canada,-123.964854884000005,45.370006273599998,Northeast Pacific (NEP),United States,"Marshes, Terraces, Paleo sand dunes","Stratigraphy, Grain size, sedimentary structures",2016.000000000000000,"(Minor and Peterson, 2017)","Minor, R., Peterson, C.D","Multiple Reoccupations after Four Paleotsunami Inundations (0.3–1.3 ka) at a Prehistoric Site in the Netarts Littoral Cell, Northern Oregon Coast, USA",221
344,0,Nelson 2004,LatMed32.kmz/Lugares temporales/US and Canada,-123.987404029000004,45.030833981299999,Northeast Pacific (NEP),United States,Marshes,"Stratigraphy, Plant macrofossil, Pollen, Diatoms, Sedimentary structures",2004.000000000000000,"(Nelson et al., 2004)","Nelson, A.R., Asquith, A.C., Grant, W.C","Great earthquakes and tsunamis of the past 2000 years at the Salmon River estuary, central Oregon coast, USA",222
345,0,Nelson 2008,LatMed32.kmz/Lugares temporales/US and Canada,-124.027570792000006,44.430873238799997,Northeast Pacific (NEP),United States,Marshes,"Stratigraphy, Diatoms, Foraminifera, sedimentary structures",2008.000000000000000,"(Nelson et al., 2008)","Nelson, A.R., Sawai, Y., Jennings, A.E., Bradley, L.A., Gerson, L., Sherrod, B.L., Sabean, J., Horton, B.P.","Great-earthquake paleogeodesy and tsunamis of the past 2000 years at Alsea Bay, central Oregon coast, USA",223
346,0,Nelson 1996,LatMed32.kmz/Lugares temporales/US and Canada,-123.943547023999997,46.500089554299997,Northeast Pacific (NEP),United States,Wetland,"Stratigraphy, Diatoms, Pollen, sedimentary structures",1996.000000000000000,"(Nelson et al., 1996)","Nelson, A.R., Shennan, I., Long, A.J.",Identifying coseismic subsidence in tidal-wetland stratigraphic sequences at the Cascadia subduction zone of western North America.,224
347,0,Nelson 2020,LatMed32.kmz/Lugares temporales/US and Canada,-123.892263928000006,45.693623389899997,Northeast Pacific (NEP),United States,Tidal flat,"Stratigraphy, Diatoms, Foraminifera, sedimentary structures",2020.000000000000000,"(Nelson et al., 2020)","Nelson, A.R., Hawkes, A.D., Sawai, Y., Engelhart, S.E., Witter, R., Grant-Walter, W., Bradley, L.A., Dura, T., Cahill, N., Horton, B.P","Identifying the Greatest Earthquakes of the Past 2000 Years at the Nehalem River Estuary, Northern Oregon Coast, USA",225
348,0,Nelson 2021,LatMed32.kmz/Lugares temporales/US and Canada,-124.427134401000004,43.065303600900002,Northeast Pacific (NEP),United States,"Coastal lake, Wetland","Stratigraphy, sedimentary structures",2021.000000000000000,"(Nelson et al., 2021)","Nelson, A.R., DuRoss, C.B., Witter, R.C., Kelsey, H.M., Engelhart, S.E., Mahan, S.A., Gray, H.J., Hawkes, A.D., Horton, B.P., Padgett, J.S",A maximum rupture model for the central and southern Cascadia subduction zone—reassessing ages for coastal evidence of megathrust earthquakes and tsunamis.,226
349,0,Peterson 2014,LatMed32.kmz/Lugares temporales/US and Canada,-124.706223965999996,48.131063693400002,Northeast Pacific (NEP),United States,Beach,"Stratigraphy, Grain size, GPR, Mineralogy, sedimentary structures",2014.000000000000000,"(Peterson et al., 2014)","Peterson, C.D., Butler, V.L., Feathers, J.K., Cruikshank, K.M","Geologic records of net littoral drift, beach plain development, and paleotsunami runup, north sand point, Olympic Peninsula, Washington, USA.",227
350,0,Peterson 2010-1,LatMed32.kmz/Lugares temporales/US and Canada,-123.979184154999999,45.106711911900000,Northeast Pacific (NEP),United States,Wetlands,"Stratigraphy, Grain size, Heavy minerals, Diatoms",2010.000000000000000,"(Peterson et al., 2010)","Peterson, C.D., Cruikshank, K.M., Schlichting, R.B., Braunsten, S","Distal run-up records of latest holocene paleots nami inundation in alluvial flood plains: Neskowin and Beaver Creek, Oregon, Central Cascadia Margin, West Coast U.S.A",228
351,0,Peterson 2010-2,LatMed32.kmz/Lugares temporales/US and Canada,-124.060416563000004,44.515227482100002,Northeast Pacific (NEP),United States,Wetlands,"Stratigraphy, Grain size, Heavy minerals, Diatoms",2010.000000000000000,"(Peterson et al., 2010)","Peterson, C.D., Cruikshank, K.M., Schlichting, R.B., Braunsten, S","Distal run-up records of latest holocene paleots nami inundation in alluvial flood plains: Neskowin and Beaver Creek, Oregon, Central Cascadia Margin, West Coast U.S.A",229
352,0,Peterson 2011-1,LatMed32.kmz/Lugares temporales/US and Canada,-124.097407020999995,41.592137336800000,Northeast Pacific (NEP),United States,Coastal Lake,"Stratigraphy, CT-Xray, sedimentary structures",2011.000000000000000,"(Peterson et al., 2011)","Peterson, C.D., Carver, G.A., Cruikshank, K.M., Abramson, H.F., Garrison-Laney, C.E., Dengler, L.A.","Evaluation of the use of paleotsunami deposits to reconstruct inundation distance and runup heights associated with prehistoric inundation events, Crescent City, southern Cascadia margin.",230
353,0,Peterson 2011-2,LatMed32.kmz/Lugares temporales/US and Canada,-124.185144969999996,41.757657932599997,Northeast Pacific (NEP),United States,Marshes,"Stratigraphy, CT-Xray, sedimentary structures",2011.000000000000000,"(Peterson et al., 2011)","Peterson, C.D., Carver, G.A., Cruikshank, K.M., Abramson, H.F., Garrison-Laney, C.E., Dengler, L.A.","Evaluation of the use of paleotsunami deposits to reconstruct inundation distance and runup heights associated with prehistoric inundation events, Crescent City, southern Cascadia margin.",231
354,0,Schlichting 2006-1,LatMed32.kmz/Lugares temporales/US and Canada,-123.940650078000004,45.167928557700002,Northeast Pacific (NEP),United States,Marshes,"Stratigraphy, sedimentary structure, Diatoms",2006.000000000000000,"(Schlichting and Peterson, 2006)","Schlichting, R.B., Peterson, C.D.","Mapped overland distance of paleotsunami high-velocity inundation in back-barrier wetlands of the central Cascadia margin, U.S.A",232
355,0,Schlichting 2006-2,LatMed32.kmz/Lugares temporales/US and Canada,-123.939586886000001,45.629495818599999,Northeast Pacific (NEP),United States,Marshes,"Stratigraphy, sedimentary structure, Diatoms",2006.000000000000000,"(Schlichting and Peterson, 2006)","Schlichting, R.B., Peterson, C.D.","Mapped overland distance of paleotsunami high-velocity inundation in back-barrier wetlands of the central Cascadia margin, U.S.A",233
356,0,Schlichting 2006-3,LatMed32.kmz/Lugares temporales/US and Canada,-124.041120367000005,46.514316596100002,Northeast Pacific (NEP),United States,Coastal Lowland,"Stratigraphy, sedimentary structure, Diatoms",2006.000000000000000,"(Schlichting and Peterson, 2006)","Schlichting, R.B., Peterson, C.D.","Mapped overland distance of paleotsunami high-velocity inundation in back-barrier wetlands of the central Cascadia margin, U.S.A",234
357,0,Schlichting 2006-4,LatMed32.kmz/Lugares temporales/US and Canada,-124.090628074999998,46.828150948400001,Northeast Pacific (NEP),United States,Coastal plain,"Stratigraphy, sedimentary structure, Diatoms",2006.000000000000000,"(Schlichting and Peterson, 2006)","Schlichting, R.B., Peterson, C.D.","Mapped overland distance of paleotsunami high-velocity inundation in back-barrier wetlands of the central Cascadia margin, U.S.A",235
358,0,Witter 2001,LatMed32.kmz/Lugares temporales/US and Canada,-124.372605668999995,42.554508787600000,Northeast Pacific (NEP),United States,Marshes,"Stratigraphy, Diatoms",2001.000000000000000,"(Witter et al., 2001)","Witter, R.C., Kelsey, H.M., Hemphill-Haley, E","Pacific storms, El Niño and tsunamis: Competing mechanisms for sand deposition in a coastal marsh, Euchre Creek, Oregon",236
359,0,Witter 2003,LatMed32.kmz/Lugares temporales/US and Canada,-124.404174468999997,43.137154916900002,Northeast Pacific (NEP),United States,Estuary,"Stratigraphy, Diatoms, Plant macrofossil",2003.000000000000000,"(Witter et al., 2003)","Witter, R.C., Kelsey, H.M., Hemphill-Haley, E.","Great Cascadia earthquakes and tsunamis of the past 6700 years, Coquille River estuary, southern coastal Oregon.",237
360,0,Witter 2009,LatMed32.kmz/Lugares temporales/US and Canada,-123.943710373000002,45.176805300600002,Northeast Pacific (NEP),United States,Marshes,"Stratigraphy, sedimentary structure, Diatoms, Grain size",2009.000000000000000,"(Witter et al., 2009)","Witter, R.C., Hemphill-haley, E., Hart, R., Gay, L.","Tracking prehistoric Cascadia tsunami deposits at Nestucca bay, Oregon.",238
361,0,Witter 2012,LatMed32.kmz/Lugares temporales/US and Canada,-124.425638958999997,43.064986361400003,Northeast Pacific (NEP),United States,Coastal lake,"Stratigraphy, sedimentary structure",2012.000000000000000,"(Witter et al., 2012)","Witter, R.C., Zhang, Y., Wang, K., Goldfinger, C., Priest, G.R., Allan, J.C.",Coseismic slip on the southern Cascadia megathrust implied by tsunami deposits in an Oregon lake and earthquake-triggered marine turbidites.,239
362,0,Wilson 1,LatMed32.kmz/Lugares temporales/US and Canada,-123.034728324000000,38.315863271100000,Northeast Pacific (NEP),United States,Marshes,"Stratigraphy, Grain size, sedimentary structures, Mineralogy",2014.000000000000000,"(Wilson et al., 2014)","Wilson, R., Hemphill-Haley, E., Jaffe, B., Richmond, B., Peters, R., Graehl, N., Kelsey, H., Leeper, R., Watt, S., McGann, M., Hoirup, D., Chague-Goff, C., Goff, J., Caldwell, D., Loofbourrow, C.",The search for geologic evidence of distant-source tsunamis using new field data in California,240
363,0,Wilson 2,LatMed32.kmz/Lugares temporales/US and Canada,-122.963268858000006,38.055746966900003,Northeast Pacific (NEP),United States,Marshes,"Stratigraphy, Grain size, sedimentary structures, Mineralogy",2014.000000000000000,"(Wilson et al., 2014)","Wilson, R., Hemphill-Haley, E., Jaffe, B., Richmond, B., Peters, R., Graehl, N., Kelsey, H., Leeper, R., Watt, S., McGann, M., Hoirup, D., Chague-Goff, C., Goff, J., Caldwell, D., Loofbourrow, C.",The search for geologic evidence of distant-source tsunamis using new field data in California,241
364,0,Wilson 3,LatMed32.kmz/Lugares temporales/US and Canada,-122.697409558000004,37.933755024100002,Northeast Pacific (NEP),United States,Marshes,"Stratigraphy, Grain size, sedimentary structures, Mineralogy",2014.000000000000000,"(Wilson et al., 2014)","Wilson, R., Hemphill-Haley, E., Jaffe, B., Richmond, B., Peters, R., Graehl, N., Kelsey, H., Leeper, R., Watt, S., McGann, M., Hoirup, D., Chague-Goff, C., Goff, J., Caldwell, D., Loofbourrow, C.",The search for geologic evidence of distant-source tsunamis using new field data in California,242
